ID	target	strand	count	score_prefix	score_suffix	log_p	offset	ticks	mod
5e1a9b9e-b35b-402a-b71d-ee857bb3bfec	HTT	+	24	6.517068728885135	6.580501366799205	-4933.264251208216	46072	486	11111111111111111111
683fbfd2-3ef4-48e0-9db9-48ce84539305	HTT	-	18	5.382740237428348	5.522370328608248	-4989.504726735814	252407	550	111111111111111111
4bbbe788-4170-40d3-90ca-c3485e572cd2	HTT	-	20	4.171080953380932	5.393596502371274	-7944.809211525523	26749	778	11111111111111111111111
b1ab0fc9-78b3-416c-9fa2-e5b57f24e335	HTT	+	22	6.927652827686516	6.612674891757537	-4705.496115939237	43052	611	111111111111111111111
fd7a0897-6ad3-463e-9e9c-a86c6b2bc03d	HTT	-	17	5.637543229166667	6.63756242367411	-4910.7466045837755	8082	538	111111111111111
53e9a3c0-44c8-4786-b829-8fa8ca2e8f0f	HTT	+	23	5.705270896669966	6.283367406542056	-4563.559209234571	31125	645	11111111111111111111
db219797-0192-45d8-bf22-056aec897484	HTT	+	28	4.638962776187839	5.712368621911847	-6347.157199764335	22128	712	111111111111111111111111111
547b4b23-94ec-4fb6-b8d2-ad3faff91fec	HTT	+	NA	3.327735929800038	3.6554261222718254	-101045.32086654253	29740	21569	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
10ca4ca5-9685-4a04-9cfd-22e1b3bbd31f	HTT	-	20	5.626795319818501	7.0523203974184785	-5602.816556701086	8095	660	111111111111111111
c1f10b40-dff1-49fb-ad12-c7e832a56719	HTT	+	23	5.84759521484375	5.407262008482378	-5618.308215933596	19155	680	11111111111111111111
e0f3c94d-d90b-442e-b269-80450b885298	HTT	-	20	5.599678072578463	5.94191396379501	-5362.664364229751	127570	725	1111111111111111111
48e86fb4-ae10-4a30-b168-66444dc00d12	HTT	-	21	4.111051702133037	6.150499963170301	-5935.787196570496	46961	712	1111111111111111111
4b435055-4021-4740-8222-d87625112247	HTT	-	NA	3.27304205335759	6.75860449356488	0	7900	0	-
a4566678-3c44-4202-a97b-eebe15f33648	HTT	+	NA	2.835318000541398	4.53870879382622	0	7970	0	-
c746c88d-3079-457d-98c2-4b71f539a333	HTT	-	18	4.527381130382775	5.216252146513738	-6606.053871892421	72617	830	1111111111111111
1699a08d-e019-4ff9-b970-21cfa0d961a1	HTT	+	29	6.225605892800128	5.880313495665383	-5415.936149921946	4703	646	11111111111111111111111111
dd8ae34f-3696-429d-b26f-54f2ee4278f1	HTT	+	25	5.478145133169501	5.8558526440201515	-5615.781257192645	6330	722	11111111111111111111111
4c5a6a42-f9ea-442f-9281-ad04ac418f73	HTT	-	23	5.664683691236216	5.803826760987357	-5878.17521701001	263079	700	1111111111111111111111
0a2f9c28-c546-45b6-9b44-efa3f594746e	HTT	-	NA	5.797380555350825	3.2353907444115397	0	16974	0	-
49246a84-7a50-43e8-beb5-3d6cf79a6cfb	HTT	+	NA	3.4257118929215724	6.1008410009824665	0	20902	0	-
64c9a355-b7ae-4d11-bc86-683c7be2dede	fmr1	-	206	5.911704905352958	6.256701840555727	-31651.102007063222	38970	6938	11111111111111111011111111111011111011111111111111111111111011111111111111010111111111111111111111111111111111111111111111011111111111011101111110111111111111111111110111111110111111111111111111111111111111111111110
f927db61-ad57-4c3f-bc75-9a7556b96fe3	fmr1	+	NA	4.068073458014223	3.5217686379602715	0	537456	0	-
8218ba40-9bec-4104-85d3-70c95026d364	fmr1	-	224	6.832212544211525	6.0776583187305295	-33415.22261392118	122775	7345	111011111101101111111110101111111111111111111111101011001111111111011111111111110111101011010111111110001111011101100111111111111110111111101111111111111111111001111101111011111111111111111111111110111110101111111110111111111010111111110111011101111010100110111101111110111111101111101
45d789d1-68b0-4e66-9a5c-2c1038570131	fmr1	+	23	6.449746403769841	6.901527992491166	-4847.127876529358	215621	702	0000000001000000000100
a994f441-9a7f-404b-bf8a-5e3d449fc043	fmr1	+	NA	3.688887478690333	4.472851295314637	-37015.57263709334	235527	10886	00000010111010000000110001010010100111100010010000001010101110000010001101000000000110011000100100000000000010000101111101110000100001000110010000100000110110000000010111000100101100110000000000001110101010100001110011011000100000010000001011101000010000100000100000100000100000001
00516fae-2aa8-4322-a648-7da650cb3b9d	fmr1	-	NA	2.9782926353663446	6.569783100328947	0	354134	0	-
0cea65ae-e2da-4f9a-bf17-b18e1cf9ac28	fmr1	+	NA	4.55101146067943	3.5672719179764245	-390234.8790223179	184963	84622	10001001010001111111111010010001000001001110110000100011101001010100110101010000000100101001011100100101010101010110011001010010000001001001000000100000101000100100010000010101001000000000000000010010101000100001000101000101010110000011100001001001001111110100000101110010011110100000110010011101100111001000100111011001010000101000101100001000010001010001101000100011000110010100010100010110001111010101111000000100100101001100000111010000111000111000010001111101000000101001100110001100000011010111001011100100110000000101010110010101001001100111111010010010101100010100100101100011101001000100110000001001011101101000100001000010100111010100100100101010011010111010100100100001000101101001010010110110001100000101001000010001011010001110010101000000001100110101001001010000001111000011100000000001000001101001101010101100100010111000001011011101111000100001000010100000100010101000000100101010000000000000000000011101000100101100110010010101100000000111010001100001000100000001000000100111110100100101001001001001100101011100000100001000010110010000000001000100110101010001010010001101101000011111011101001011100001100001010001011001000001100010000000010010100010100111001001110010100010100111010000111010000011110101101001100011010000011100110101000001011010000000111010100000010111000101011011001100000100101000010010001100100010001010101001000000001010100110001010111001110101101100001011110010000001101010110010110101111011100000000110101100111011001010000001100110001011100000101000000100101000100000010001100001010100000101001110010000000111110100011101001000100100010100000010110011000000010110010010000100101010000010100000000000011100000000010110010000010101000100010101101101101110110010111011010001010000100000110100111000100100001100000000101010100001110100010000011000000100
01efbb97-43b4-4a0d-b782-bc363aea2b01	fmr1	-	27	4.116835921298216	4.612576208382009	-7379.8152163422255	139009	1064	001011011010110101001100010101111010
3211b342-9809-46f3-a400-9609f2472d16	fmr1	+	NA	5.259361566935044	2.647704641379696	0	153600	0	-
d61fc4c2-fd8a-49b0-8823-faf5484a79f3	fmr1	-	26	6.443105696324538	6.975610644141145	-4822.254842414761	69548	587	01000001000001100001011110
68285103-0178-4a61-93ac-5043d3b3f750	fmr1	-	NA	2.821780863169853	3.057239279006678	0	187905	0	-
d199f2e3-dc03-4f00-b332-ac91f5d19315	fmr1	-	19	5.900174698739682	5.998133858772899	-5925.538362717498	25618	604	011110111111111101111010
b12d6a0c-4417-4b98-a1e0-b1161e2959dd	fmr1	+	304	4.468702814128375	6.283709099849014	-33112.758094083365	111764	9883	0000000000000000001000000001000000000000001100100001001000001000010000000111010011000010000000000000000000000001001000100110001000100100000000000100100000101000000000000000010010001000000000100000000000000000001000000000000001001011000000100001000010000000001000000010001100000000100000101010000000101000100100
d9e19583-f7b3-4a7f-bacd-a5e87221b35e	fmr1	+	227	5.341460246168305	7.148335309468122	-24376.212424631743	93252	7367	000001111000001101011011000000000100000000100001000001000000000010000000001000000000000000000000001000000001000100110010000010010000001000010100000000000010110000010101001101000011000001000101000001011001110011101101000110001
158684f4-49b4-4552-ba3f-026725127f4f	fmr1	+	230	4.388331909738106	6.382238051470588	-25061.415216357796	67188	7517	101000000100000000001010000000000010000000000000100000001000000000100010010000000000000000000100000000100000000000100000100000000000000000001001000000001010000000100100110000000001010000000100000000000000001000000000000000
f91917ca-33de-470f-81ca-f5e1c8461126	fmr1	-	539	6.972736163898273	5.7746317372107185	-36499.374571532055	45239	12097	00000000111100000110100010110000010111001010100000011011000010101000010110000100110110101001100010100100101000010100011100000010111010000000001010011010011110110000110101010000011100110001001010111100010100010000100000010101001001111101000111000010111011111111010010110001101001001110110101010100101100111011111001011010100010000000111110110101011101100110111110111000101000000101100110010010111001111100100011011100000101100100000010101000100101010110100011101111111011000000001111010110111001100001011011000101010100010010101010000010001000001000001110011010111111011000
3adbf73b-24fc-48ca-abb2-cfc2b6ad0e3d	fmr1	-	24	5.751992361886161	4.880519321986607	-5583.027073056743	71726	437	11111111110111111111
4de21cbc-4dff-4f6c-a757-43fc7fc59127	fmr1	+	23	4.928101882587254	5.405005994949837	-6336.514772446759	30205	755	010000000000000000000
c14c20d4-f6dc-4697-b265-894705fe77dd	fmr1	-	195	6.573116091008772	6.008956641805136	-27038.251945238633	56843	5607	111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111110000111111111110111111111101011110111111111111011111111111111111111111011111111111111111111111111011111001111111
180fa5cf-2939-4c06-a5e9-27298d03599e	fmr1	+	13	4.460422374851896	5.863100753499398	-14360.049663468675	25761	2057	0001
0e7172ae-a8cc-41ff-918f-750efef8cd80	fmr1	+	26	6.185751994986222	6.476644150215661	-5815.0387062690215	20766	712	0010010001001100000000001
3e077473-f6a9-4960-963c-3d40a5ed92e3	fmr1	-	21	6.848094538920056	5.802413395472935	-4819.112372061103	6166	498	00000000100100010010110
22f9c5b8-4366-4b0a-906d-a073964b51c1	fmr1	-	246	6.715475082397461	5.805971083358525	-34839.06680881762	22974	7281	111110101110011010110010111010101111111011111110100010111111100101110111001111011011110111101101101111011001011111011111110111110110111111111100110111111101110111111110101110011111101010111011110011101111101111011111111011100110111011111111011010011111111111011011011010111111111111111110010110100101011101011100101111110011100111010111
90295548-95e3-46ea-9634-74c24a8cf30a	fmr1	+	266	4.378681558049622	5.4813037895613546	-31413.21966877309	17947	8531	0001100000000000000011110000011100100000010000000001010000000010001001010010000000000000000100001000000000011000010001000001000000000001001000000010100000000000110000001000000100010001000000000010000100011000100000000100000000000010000001100000010000001000000000010000000000000000000000110100100010000000101001001000010000000000010000001
3d416a8b-e1ff-41b9-93ae-76786353d047	fmr1	-	20	6.559129964618783	6.499569766171328	-5047.617915614909	25885	402	111110111011111011111110
1621e0c1-d2e4-4a5c-9646-211228c1f07c	fmr1	-	23	6.725033349189278	5.627662262967094	-5144.01762181434	88318	791	01001100111010101100001
b851c638-5958-4758-9db8-f9fbdd82eb5a	fmr1	-	241	6.260602678571429	5.536095594247724	-34209.17497296361	20222	6939	11111111111011110101111110110111110111111111111110101111011111111111101011101011111111011101111011110111111111010101111110101111110111101111111110111111110111111111111110110111111111110111001111111011110101111101011110110001110110111111100111111110111101111101111111001001111101111111011111111111101111111111011001100
c741ff25-ed81-4eac-86c2-d637c013381c	fmr1	-	22	6.065758872732958	7.086938210227273	-4478.998694568266	21904	506	0111111111010111111111
4a36b8f3-13fe-43bc-a777-3247f6745aae	HTT	-	19	5.231741796263694	5.71969319476082	-5831.539866681605	35668	668	11111111111011111
c302fd05-7fe1-4e96-aee9-ecebad816e64	HTT	-	18	5.187359345050657	6.90295902014652	-5133.768725556326	8217	577	111111111111111111
feecee61-16ec-4b0f-a7fe-bbf0f5a92060	HTT	+	23	4.247210435464349	4.79065827950419	-5681.669806847776	161665	849	00000000000000000000
f4e9b76d-9f1f-4394-9746-5bfc5986eb5a	HTT	+	23	5.542649883169715	5.0384214087518195	-5689.387021485195	115022	791	0000000000000000000
fc76e8fa-da72-4e2f-a617-cd346a3f4fa6	HTT	-	20	5.413857593933529	5.917606176437723	-4658.131556300002	27338	643	111110111111111011
65f57f84-d000-40e4-b2ed-4a4518483f48	HTT	+	18	6.321878896803204	5.781253396739131	-4519.692618199154	79905	502	000000000000000000
cff02820-8d14-4ad8-897f-7689569893f6	HTT	+	20	5.866380276984476	4.9195525216584155	-4196.916361548258	42827	669	00000000000000000
717a5750-ad90-4477-ad38-bad97223623f	HTT	-	19	4.46435118558114	5.761588734282545	-5223.554305761397	10042	825	1011111111111111
b8160f7a-5755-4d8d-8343-0c519a15641e	HTT	+	25	4.612295403746039	5.093571412373004	-6053.74723955839	54670	1075	00000000000000000000000
25c6e83e-1577-44fc-9dd6-a576d58b8312	HTT	+	22	4.954471982758621	6.287126122671496	-5197.800367758051	31772	869	00000000000000000000
7505f15f-2080-43b0-b1d6-8c7ac3a75879	HTT	-	21	4.810574242468473	5.7075250610489805	-5607.259485894515	217330	823	1111111111111111111
1ed3cffc-ff9a-4bf5-8892-b6c566c22b40	HTT	-	18	5.6975659430833785	6.211107866043614	-5452.81851357427	25196	693	11111111111111110
33644af8-f98f-41de-872b-37ec9510a902	HTT	+	22	5.553861539909638	4.448437769768646	-6251.848044258944	29798	848	000000000000010000000
39db5d14-eb3e-4986-8e51-e84bbf0e0d2f	HTT	+	21	6.132690357328097	5.898097398166294	-5025.18775297949	33919	982	0000000000000000000
bb9840f1-2bf6-47ed-85bf-77e7d4f24ced	HTT	-	19	6.5136527525742745	6.865140396182008	-4536.479329810859	23576	504	1111111111011111
5755aa55-66bc-4e93-87e9-e974d4bed3b3	HTT	-	24	4.367644552758365	4.780685103190867	-7311.231889218141	43806	957	1111111111111111111111
df817e97-99cd-4f56-951c-366aece8fa0c	HTT	+	24	4.720957412681522	5.778864126031231	-6452.595583748782	23730	799	0000000000000000000000
22eac424-d117-405d-9527-c170a7e3d8dc	HTT	-	21	4.321645118915929	6.0592027568466955	-6184.329655352246	8819	696	0111111111111110111
3b1d864f-ad0d-4f93-a0b8-41537c34f2e9	HTT	+	11	4.9934355372747135	4.193788496625329	-2596.0404016514917	10264	0	000000000
5118f2e0-066f-40f2-adf6-2c52b3ace24c	HTT	-	17	4.173487336623279	5.908756959692597	-6579.563156314974	68907	801	111111111111111
dc47a596-23ba-4813-b32f-855d4413438b	HTT	+	20	6.744572553577385	5.969435034107669	-3736.196598089283	8834	380	000000000000000000
017d926c-dbb9-4219-89f2-d14c20f16d8b	HTT	+	16	5.176068587512321	6.8409016376100205	-5821.765917049023	9867	868	00000000000000
1727818d-06bd-4c1e-8c0a-e4bedbf63265	HTT	+	23	6.473451459795788	6.6283535404805765	-4805.341220512803	7409	773	000000000000000000000000
3c73b558-b56b-4462-bf95-fe3e3526ada6	HTT	-	23	4.412846254644374	4.965414347798899	-6614.8379593141435	33532	952	111111111111111111111
9cecf1e0-7310-40cf-8a7c-42184cd262cf	HTT	+	22	6.244513005838132	6.893098820400777	-4870.342693643062	8245	659	00000000000000000000
036e9f7c-dd6a-4ba3-a947-6d02efbf6172	HTT	-	NA	3.9144057269874475	6.76941179081718	-5005.102008420871	19978	801	01111110111111001111
ebf045cf-b326-401b-829b-506b780d3280	HTT	-	NA	3.9794285410835664	5.3198052660559245	-6859.431423888528	12582	1079	11111111111111111011
e5058f0f-9371-4d0e-aedf-e26fb91b90fe	HTT	-	17	4.939016799041855	6.387256961736388	-5175.719649108736	21070	551	111011111111111
93b9d4b1-d353-48a6-8748-843b1d1e58ec	HTT	-	20	6.496763818297332	6.7035281555090656	-4310.402315724555	9502	554	111111111111111101
ffb8733e-8a96-44e5-9d12-d6a92d2091c2	HTT	-	21	4.184199491353653	5.402918293375069	-6059.022481819428	9017	775	1111111111111110111
b05c4a08-660e-4333-98e9-6b67ab4af8ce	HTT	+	20	5.2141760062172775	6.602028056210692	-5028.045177334213	5186	728	00000000000000000
b2bfe95e-cc15-47c5-a23e-ce4c3854461e	HTT	+	43	5.386249604930468	4.368539202365729	-10291.587637957007	3549	1511	001000000000000000010000000000000100000
526195e0-dda5-4636-be92-daba909937a6	HTT	-	0	4.7844076727104285	4.224648191347552	0	96880	0	-
edd8408b-b731-4f23-817b-01d793b19e06	fmr1	-	21	7.101927735793391	6.685012356237408	-4128.930857982098	65186	656	00000000010100000000
537c4112-3e54-4d6b-b1ae-faf33dd7fb08	fmr1	-	189	5.537378462256028	6.421347531847133	-34173.28112329317	12075	7376	011111111111111111111010111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111101111
b2a65f28-bf49-4899-b940-9753bcf8176a	fmr1	-	200	6.5708966316234	5.6583984375	-26289.276814709734	211678	5997	1111111111111101111111100110101011111101110111011111111111011111111110010111111111111011011111111111111111111111111111111101101111111110111101011111110111111111111111111110111111011111111111111111111111111111111011111101111010
44010c30-48b4-4f64-b61f-1f4091f67893	fmr1	+	219	4.433331853693182	6.132080078125	-24900.317608951205	163902	6966	0001011101000010011000000000000101010000100100010100010000000000000000000001001000001000011000110001101101011110001011100000100001000000000100011000000100001000001011001000000000110000000110000000001
5e6fbe21-8cb1-4529-92c5-731240ab23a3	fmr1	-	NA	4.9125846637639095	3.3175675675675675	-43399.03645998668	47851	9050	11101111111111111111111101011111111110111111111111110111111111111111110111101111101111011011110111111111111111111111111111111111111111110111111111111111111111111101111111111111110111111111111111111111111111111111111111111110111111111111
f12eeee6-8c74-4387-935f-af1d29faaa51	fmr1	-	21	6.0180270575778385	5.571557293169359	-4471.296455928873	148751	617	10000110010110101000
1b830c71-22df-48d8-9a22-6436f9f0c211	fmr1	+	18	4.929081472131247	5.891248113458807	-5661.521901495718	139007	685	00000001111000100
1926b102-713f-45b2-b794-0fc1db8a11b2	fmr1	-	168	6.912892233111902	5.105170807331064	-27650.115748818716	35068	5507	111111111111011111111111111111111111111111111111111111111111110111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111011
83adf31a-d00c-41ec-8f38-44d8a42d3cf8	fmr1	+	NA	2.866247129793748	6.643150923046601	-127578.90114772723	65376	28409	1011010000010101100101111111001011100010001101111011011110011000001110011000110101011101111010110100011110110011101100110011101101101101010011000010100110110111000011100000010010001000000000011110001001111010111011101101000011011101111010100101111110101010000101010100110110010100111101001111000111111111011011110110011101100101000110101100010010000101101111100010000110100010111010110000010110010101110011101011111000011001101100100011100101011111000010001001100100011010100000100111011101101010111100000010000000101000000010100001100000000111001111010000000000100000000011111110011010000001000000000000110100001011110100011000110001100100000000001100101011
8a0ab25c-be41-4ac5-a2f2-973e473e864a	fmr1	-	246	4.731920315706772	4.3318227249194665	-40311.16182891365	50434	9152	01111111111101111111101111111111001111111011110111111111111111101111111011101111110011100111111011101111111110010111111111101110011110111010110111111111111101101111111111111010011111011111100011110101111111111001111111111111101101011111001111111111111111111111011111111111101110110
34fe4639-6b0d-4301-81db-89a1b2a2d765	fmr1	+	20	5.851184935410334	5.9113828725606155	-5227.063615746365	37911	871	00000010100100000
4740d63b-9c12-44ff-b4a9-7cfc1f53e703	fmr1	+	239	4.416744944852941	5.389174153286935	-32439.254828350236	27581	9371	011000100010000101000100000100110100000000000111000000000001000000000001000100000000010000000101000101111011000000010010000000000000100100010010001010000100000001001001111001010100110000100001000000001010000100001010
0976a92f-81ae-48a6-b7e6-c7e1d41cbf56	fmr1	-	19	6.628753050942924	6.327104129943287	-4070.4583555404197	25609	515	1010110010111101001
f8f40f12-f3ce-47e9-874f-34d927113536	fmr1	-	22	6.242833964923843	5.801204068122461	-5233.128977500839	10197	804	11000110110111101000
024d1846-3471-43cf-afe6-3c5cc4b5ec4b	fmr1	+	25	5.359765406284994	6.9688469453176705	-5549.411970897342	15076	789	01100001001100010010
cc53fa1f-830b-414f-8850-d95b249fa3b0	fmr1	-	23	6.417269076803878	5.9568765068620175	-3744.7296590422866	9215	634	00001000010101000000
6a633124-5fd0-4013-b86d-52c96b993f37	fmr1	-	23	6.097260363213598	6.6244713046981	-6209.782410829255	6279	883	101101011101111111111
8b3fd9be-6d14-4585-8385-77400af27338	fmr1	+	23	4.044915078566768	5.648051180031903	-5814.717367985423	4028	843	11101110110110101111
2f2bca3d-c21b-4c4f-a836-0feda550ae02	fmr1	-	24	5.235018126266464	5.518962162574606	-5398.779645685271	16202	787	101111011011101101001101
84c1c3f3-9a1f-4df7-8bdf-a399ba11d631	fmr1	-	NA	2.9728337135635505	2.5363577867886526	0	5462	0	-
3f5f7d4c-fdf4-41e7-8e03-17ae4b0b9550	fmr1	+	NA	3.844542001923494	3.8784550733882375	-7766.329501270647	2631	777	0111111110111111111
e4f3f8a2-0c05-4cc9-851b-10b2e3f7a03d	fmr1	-	NA	4.392084583129285	3.85857473206592	-7115.766663735615	14703	594	010101010111001010011010111
ef3fd04f-7813-4756-8b7d-9622186b3ab8	fmr1	+	NA	2.8927543344224285	5.079964031559406	0	12213	0	-
04879439-799a-437b-8822-8575d373a9e5	fmr1	+	NA	3.44076949949187	5.876837575387708	-2167.3358495082607	3317	0	0
6f536193-ce71-4b37-898f-25eb7bc64649	fmr1	-	0	6.079700441599053	4.116808404202101	0	6889	0	-
cf88f8c3-aee1-42f6-a1f8-f8dc8fcb7a8d	fmr1	+	255	5.404745685238836	5.726191451777389	-29700.304446258633	5937	9141	100000001000001000100000100000010000000010000001000011000000001011100000000010000000000000000010000010000011010000000010100100000000100100000001000000000110001111110000000000000010000000000100110100011100000001000100100111010000000000010
