ID	target	strand	count	score_prefix	score_suffix	log_p	offset	ticks	mod
c5f1c59d-f390-4637-928d-c7a022cb9282	HTT	+	19	6.132132108094262	6.939159883467179	-4575.516922121994	33159	571	11111111111111111
f436bff9-a696-4949-bf6e-b6fa2c3821c9	HTT	-	19	6.054871198720697	6.395625934872251	-5308.203272560838	62446	852	11111111111111111
47fbf8cf-fb42-466f-b4ca-f916b91f41bd	HTT	+	24	6.4432386060767595	5.002311769595816	-3835.371811069329	23643	573	11111111111111111111111
b5910201-4ab7-480e-9ad7-13f1a02f6bb1	HTT	+	20	6.930279531946508	6.454780938976046	-3809.1157370318797	29959	501	11111111111111111
de611f1d-5a25-4018-b66d-29fcfd79ef09	HTT	-	19	6.558380805983789	6.573384304072096	-4585.81040903687	55180	605	11111111111111111
dae3d50d-b543-43e7-b993-39ab2b642c4e	HTT	-	23	4.403136738730819	6.4169106442050765	-5559.22602953711	41530	867	11111111111111111111
cb62e99d-bd01-48b0-b1e9-10c825d62fd8	HTT	+	18	5.516515348262943	5.44799725677589	-4218.100082068629	5227	348	1111111111111111
16ac1793-f25a-4ee8-8995-d85ae39d2c09	fmr1	+	39	5.965317481749106	5.441281502706962	-6771.641878077464	491739	1063	100001100100101000000100001000001000
606d4e84-3f2e-43b9-a3f1-d86bcc38e8bf	fmr1	-	34	4.671058072306791	5.166447907206798	-8694.065701378222	24369	1088	111111101111111111110010111111111111111011111111
589f5260-0f2b-4001-9365-bf4eef1d4431	fmr1	+	43	5.214813963779957	5.239542962617739	-7362.315514522142	278069	1466	0000100001010000000000100010001000000000
9310b5d6-78e2-47b0-8054-a05a8530de42	fmr1	-	12	5.839451070280537	5.881820177413545	-8309.519433914382	28572	1119	11111111011
ead0f0a7-933f-4df5-8607-28efde9db5e7	fmr1	-	34	5.755858277121979	6.230913456028423	-5652.128434405442	78905	967	1110000011101111111101001011100
142e74ae-8feb-4a91-880a-38fa27463d0e	fmr1	-	32	6.838009415811567	6.311620219216418	-5362.370415146709	215765	841	011001111111111111111111111111111
423a67d6-5a06-4c6a-b047-7e9bb08040e6	fmr1	-	3	6.372750756048387	5.401372637067523	-7132.858087703771	288539	726	0
ed780415-0e4c-4cb7-84f2-b3fe3d08fc73	fmr1	+	37	5.13702090555329	6.33563320434953	-7820.814851060771	142076	1355	000001000001000100000000000110010100001
6de7ec1a-6272-4d6c-9a70-f0f213b82046	fmr1	-	30	5.78389915583952	5.696692123543206	-7729.555203211761	190672	1103	1111011111110111111111111110111111111
e2bdde7a-e5e8-4780-941b-ab185e98f6fd	fmr1	+	34	4.471436132344125	6.288277762276786	-6843.0885465269075	99614	1107	00001110111011000000111110000100
3ad50643-fde5-447c-8246-aa2233d0a398	fmr1	+	NA	3.4203340434699347	3.1371976967109836	-622.3329740322828	38405	0	-
ed22fe4e-6c10-40c0-8d58-ee070854a4c3	fmr1	+	37	4.442253519792677	5.805392308123878	-7573.947532284542	97239	1001	0000100000010010010101010010010100000000001
64545caf-9679-4c02-b707-90ff036b4e81	fmr1	-	37	4.61964564126898	4.376704342918251	-9089.696628667281	218530	1581	10111111011011001111011111111111001
3bf0528d-2f13-4eb6-86f8-bcbe40fde49d	fmr1	-	NA	3.5021743312026516	5.841305138929835	-382787.31129848346	11579	80488	100101111011001101101111011110110011000111101110011111011111111111001111100011110111101111111101101110010101010111101011110110111011111110111111011111000111110011010101101011111000101011111110111111110011101101111011100111111011111100101111111101011111010011100111011111110100101000100111101111101100110101111111010110110101101111110011110011110110101111111111110110100111101000010111110011001011010101111110101111111001111011001011000101011111111010111111001110101111110011111010001110111111101101100001110110111111111111111110010010110011011010101001010111111011010011110111111111110111111111111111111101110110110111110101101011110100111011111111111000111010111101011001101110111011101111111111101001110101010110111110101110011111101101110111111111001110111011010101010110100111110100111101111100101011101011110111111011101111111111110101011011110111100101101100011110011011111100111111111111001111111110111100011100011010110100110111001010111100111001111101111101011000111110101111111010111111111111110011101110111011011110011011110111111111110110110011111111101110101011100101001101101011011011110111101111001110111101111111101111111111111111111110111011111110101110101011111101001101100111110111101100111110101101011110110110111000111111110101101010111111111101011101001001011100111001111011011011011001111111111110101111111111111101111011101000011111001110111111110110111110111011111010010010010001110111111111110011101111101111101110111111011101011101010011111111111010111111111111111010110111101101111111011101111111001100111011011101111111010001110010010111111010101111110111111101011111101110011001111111111111101111000101101011011101100101110101111011011000011110100101110110011111101110101111101011110110101111110110010011101010100011001110111111111101011111101011111011111111111111101010111011010110010111011101111011000111111111001111111110001110110111011111110111111110100110011011110111110011101010111111111101110101011011011110001110011111011010101101111101111110110111100101100111111000011100001111010111111111101111111110101011010111111011110110111010101101111011011011101011001110111101101011100010111101101010111011101111111110010110101111111101110101100111010001111111101110111001111101110101010011101000111100111111111011111111111111110110011110100010111101111111111011111011101000011100110101101011111101001111101100100111110100110110111111011011100011111100111111111111101100111010111011011000110110111111011100011101100111111101111110011011100101111111010111111111101011111111010111111111011111101111111101111011001010010011111111111011001101111111111111111111111111101101100110110011111111110110111101111111111010101111111110011111111100110010110111110111111001110011110110111111001001011110111110111100001010101111110
db6a39b7-d006-4905-bbba-85c92aca0bff	fmr1	-	28	6.7681944569524495	6.406851107402913	-7132.926183588522	16783	955	0111111010011111111111111
7c7c8e60-f83e-46a8-ab4c-347209c273a2	fmr1	-	28	6.177907200863487	4.873734394629397	-7517.5672388335015	26682	821	111111111111101111011111111101011111
222f63c5-c570-4f07-ba48-65875fa1538b	fmr1	+	32	5.287347731577135	5.340128185679611	-6945.565896827802	14836	1150	00000000010100001000100010000000
f483a41b-d06c-4d72-9804-ada8ff3ae0eb	fmr1	-	31	7.211265552099533	7.433502671632124	-4942.410093545898	5963	688	10111001011111111110110111111
47fb8f44-7948-40a0-bde0-7ca7c6a50619	fmr1	+	34	4.6437742436752245	6.599158016784452	-6050.4033679041595	6439	904	0011000001010100000000010000010011
f3a028f1-be0a-47de-a064-03703ea8d468	fmr1	+	37	5.2358942128396375	6.548827482101712	-6035.800172354563	171045	1084	000000101001010100001000010010100000
3ecf0c3c-a282-4680-ab71-a5ed0dba6344	fmr1	-	NA	2.9699355269122982	3.4642062108791105	0	21874	0	-
e270a7a0-3a00-46d7-8088-ccaef8d8741a	fmr1	-	NA	2.9945302988027596	4.022546858234978	0	525508	0	-
14300031-3f89-4970-a0b8-7b21edbe3bf1	HTT	-	27	4.725034524044982	5.813049658915545	-5836.005836724084	532448	933	111111111111111111111111111
71ff2e24-b6c5-4aab-bdce-33f7373b4847	HTT	+	NA	3.201147744821948	5.748373961778412	0	92027	0	-
24d5e9cc-c39e-4303-89f6-2567a956f6ed	HTT	+	27	4.977756242048346	5.755187375406084	-6064.478342446326	81210	795	10111111110111111011111
61ca37ed-2257-46ab-be8e-98d4d1cd41dd	HTT	+	NA	2.7046071293494705	3.254291344026549	0	71075	0	-
f685b897-778f-4602-8a12-51ec70e2935e	HTT	-	NA	2.881692941873714	4.224699225254996	-8918.877580192431	12807	1341	11111111111111111111111
50587003-7c87-44d9-838d-989f2220f2e4	HTT	+	27	5.0694930800316	5.80790051772641	-4891.936065274611	37793	708	1111111011111111111111101
ffbd3d2e-21d5-435a-8ed7-7db45a8edf42	HTT	+	23	6.040125229779412	5.70621885831889	-5052.182466778855	35452	860	111111111111111111111
22ea2722-191f-459e-b99d-39a64c17b447	HTT	+	20	5.5440020953378735	4.997759708094109	-5559.642994749868	28271	759	011111111111111111
ad7b5187-ea93-432e-b89e-5a87d8736fb0	HTT	+	30	5.705807709601549	5.829070284697509	-5625.133253982305	23676	928	111111111110101111110101011
fad96293-37c0-4566-ac8f-1a36eb083ba7	HTT	+	20	5.296745624200767	5.721535525731274	-5228.4977809465145	20117	780	111111111111101111
ab95af22-3cf9-4109-b301-2e87cb8acc38	HTT	+	22	4.695006797336438	5.0089765232412065	-5385.656677582702	11087	737	0111100111011111111
c7ac69f0-8da4-4998-9878-62398c315bb7	HTT	-	23	4.681399509522717	4.823263761045656	-6891.986980762278	33819	1143	111111111111111111101
c57dfdb1-7e90-4449-8158-8b20f4c632e9	HTT	+	20	4.611946437669837	5.305575921474359	-6039.272502611534	7758	873	11111111111111100
5b805743-abcb-43b3-9982-116e4ed624f7	HTT	+	29	4.852651089415844	5.607452758655944	-6715.792594228611	6334	1089	11111111011111110111111111
e955aadd-ccea-4dc5-a53b-d5a4d2ed40d9	HTT	+	27	5.224412976882264	5.515459618506494	-5764.4284770361755	4544	1204	11111111011111111111111
adbcabbc-630f-46e0-82ee-a0801f730da1	fmr1	+	32	5.04818255714661	5.04552823110039	-8691.787772767211	196498	1372	00100000010100000000000000000000
b44b62c9-63cd-472e-ae1a-14982bd289be	fmr1	+	44	4.712311358142893	4.369233849930437	-9528.604485447897	115621	1737	100000001100100000100000100000000
9f1dec1e-6972-48af-b29c-7009848d600a	fmr1	-	21	4.986255340726801	4.809284735689939	-9397.968958546335	6626	1434	111111111110111111
946cf6eb-fa6a-44e5-8d4d-d578048b0009	fmr1	-	21	5.128404259985962	4.2002107183939525	-8268.070090904563	31399	1056	00011110111101111111
28130788-faa9-4087-8502-e14340de269b	fmr1	+	NA	3.982358423649957	6.16508193597561	-7584.902451613986	59893	1283	01110001011011010111111001010
fa98a6c4-50b8-4cc5-b20e-cc7282f42875	fmr1	-	32	6.892005588697351	6.886185728411339	-4455.295817663172	12661	776	000000000110010000010100000010
b2c603f4-2793-49e9-b6bf-fac6a40ba404	fmr1	+	NA	3.666483775010105	4.347309916197102	-11481.709984723384	32449	1818	101000001111010100010001000000001
756a6e70-8cfe-43a7-82f2-fcbbce731a40	fmr1	-	29	5.8080059556966726	5.828360661489521	-7367.858406028258	295604	977	111011000111101111111011111111011011000
d3fc5f5d-41ee-4b76-bead-bd963e78419a	fmr1	+	37	5.002213706487342	4.7536905303256205	-9243.169178995911	22966	1519	1100100000100001000000010000010110
c4b0afa2-336e-4e13-aa0f-49142d3a80be	fmr1	-	32	4.983697156722251	5.158251953125	-8320.050744002325	2777	1125	0111111110101111111111110110111100
23ed5e74-3cd9-4787-b899-a38272942301	fmr1	+	38	4.726110636193572	4.732623694773056	-7817.365884683956	10526	1354	100000101001000000101011101100000
ebaae14d-d495-4601-b704-6e26773c4160	fmr1	-	29	5.424811201535575	5.859050557050221	-6367.474853801829	2996	1102	00110111110111101111110110001110
878ce563-cdbf-4971-8d5a-e48ac09f4ce1	fmr1	+	40	4.172822100987134	5.270666187404677	-8936.788949294309	3372	1556	0011011111111011100111111100100000111
